federal state,County town,Companies,Name,road,Postal code,place,Internet,E-Mail,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,summer opening times (hours by week),Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,Winter opening times (hours by week),Remarks,longitute,latitude
Nordrhein-Westfalen,Städteregion Aachen,Stadt Aachen,Recyclinghof Aachen-Brand,Camp Pirotte 50 Zufahrt über Debyestraße,52078,Aachen,http://www.aachen.de/De/stadt_buerger/aachener_stadtbetrieb/leistungen/abfallwirtschaft/recyclinghoefe/index.html,aachener.stadtbetrieb@mail.aachen.de,8:00,16:00,8:00,8:00,16:00,8:00,8:00,19:00,11:00,8:00,16:00,8:00,8:00,16:00,8:00,8:30,14:00,5:30,,8:00,16:00,8:00,8:00,16:00,8:00,8:00,19:00,11:00,8:00,16:00,8:00,8:00,16:00,8:00,8:30,14:00,5:30,,Keine Annahme von Sperrgut.Hier befindet sich auch der Kompostplatz mit gesondertem Anlieferungsbereich für Grünschnitt.,6.1633895,50.7506567
Nordrhein-Westfalen,Städteregion Aachen,Stadt Aachen,Recyclinghof Aachen-Eilendorf,Kellershaustraße 10 ,52078,Aachen,http://www.aachen.de/De/stadt_buerger/aachener_stadtbetrieb/leistungen/abfallwirtschaft/recyclinghoefe/index.html,aachener.stadtbetrieb@mail.aachen.de,8:30,18:00,9:30,8:30,18:00,9:30,8:30,18:00,9:30,8:30,18:00,9:30,8:30,18:00,9:30,8:30,14:00,5:30,,8:30,18:00,9:30,8:30,18:00,9:30,8:30,18:00,9:30,8:30,18:00,9:30,8:30,18:00,9:30,8:30,14:00,5:30,,,6.1635969,50.766176
Nordrhein-Westfalen,Düren,Schönmackers Umweltdienste GmbH & Co. KG,Wertstoffhof Aldenhoven ,Industriestraße 15–19,52457,Aldenhoven,https://www.schoenmackers.de/rund-um-service/buergerservices/,info@schoenmackers.de,8:30,17:30,9:00,8:30,17:30,9:00,8:30,17:30,9:00,8:30,17:30,9:00,8:30,17:30,9:00,8:30,12:00,3:30,,8:30,17:30,9:00,8:30,17:30,9:00,8:30,17:30,9:00,8:30,17:30,9:00,8:30,17:30,9:00,8:30,12:00,3:30,,,6.2670273,50.8965203
Nordrhein-Westfalen,Düren,EGN Entsorgungsgesellschaft Niederrhein mbH,Entsorgungsstandort GAA Düren ,Papiermühle 67,52349,Düren,http://www.entsorgung-niederrhein.de/egn-profil/standorte/annahmestellen/annahmestelle/6/,info@egn-mbh.de,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:30,13:00,5:30,,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:30,13:00,5:30,,,6.46007,50.80273
Nordrhein-Westfalen,Rhein-Erft-Kreis,Schönmackers Umweltdienste GmbH & Co. KG,Wertstoffhof Kerpen,Boelckestraße 97-101,50171,Kerpen,https://www.stadt-kerpen.de/index.phtml?La=1&sNavID=1708.47&object=tx1708.699.1&sub=0,info@schoenmackers.de,12:00,18:00,6:00,12:00,18:00,6:00,12:00,18:00,6:00,12:00,18:00,6:00,12:00,18:00,6:00,8:00,14:00,6:00,,12:00,18:00,6:00,12:00,18:00,6:00,12:00,18:00,6:00,12:00,18:00,6:00,12:00,18:00,6:00,8:00,14:00,6:00,,,6.67248,50.884
Nordrhein-Westfalen,Rhein-Erft-Kreis,Kolpingstadt Kerpen ,Verwertungszentrum Erftkreis (VZEK) ,Tonstraße (große Einfahrt rechts – Zufahrt VZEK),50171,Kerpen,https://www.stadt-kerpen.de/index.phtml?La=1&sNavID=1708.41&mNavID=166.8&object=tx1708.711.1&sub=0,buergermeister@stadt-kerpen.de,8:00,16:00,8:00,8:00,16:00,8:00,8:00,16:00,8:00,8:00,16:00,8:00,8:00,16:00,8:00,8:00,13:00,5:00,,8:00,16:00,8:00,8:00,16:00,8:00,8:00,16:00,8:00,8:00,16:00,8:00,8:00,16:00,8:00,8:00,13:00,5:00,,,6.673859,50.8530284
Nordrhein-Westfalen,Euskirchen,Abfallwirtschaftszentrum (AWZ) Mechernich,Wertstoffhof,Strempter Heide 1,53894,Mechernich,https://www.kreis-euskirchen.de/umwelt/abfall/anfahrt_und_oeffnungszeiten.php#a0,guenter.adelt@kreis-euskirchen.de,8:00,16:30,8:30,8:00,16:30,8:30,8:00,16:30,8:30,8:00,16:30,8:30,8:00,16:30,8:30,8:00,12:00,4:00,,8:00,16:30,8:30,8:00,16:30,8:30,8:00,16:30,8:30,8:00,16:30,8:30,8:00,16:30,8:30,8:00,12:00,4:00,,karen.beuke@kreis-euskirchen.de lothar.mehren@kreis-euskirchen.de,6.6039451,50.5740323
Nordrhein-Westfalen,Heinsberg,Schönmackers Umweltdienste GmbH & Co. KG,Wertstoffhof Geilenkirchen,Ottostraße 13,52511,Geilenkirchen (Gewerbegebiet Niederheid),https://www.schoenmackers.de/rund-um-service/buergerservices/#wertstoffhoefe,info@schoenmackers.de,8:00,17:30,9:30,8:00,17:30,9:30,8:00,17:30,9:30,8:00,17:30,9:30,8:00,17:30,9:30,8:00,13:00,5:00,,8:00,17:30,9:30,8:00,17:30,9:30,8:00,17:30,9:30,8:00,17:30,9:30,8:00,17:30,9:30,8:00,13:00,5:00,,,6.10085,50.97888
Nordrhein-Westfalen,Heinsberg,EGN Entsorgungsgesellschaft Niederrhein mbH,Kleinanlieferplatz Rothenbach,Roedger Bahn,41849,Wassenberg-Rothenbach ,http://www.entsorgung-niederrhein.de/egn-profil/standorte/annahmestellen/annahmestelle/4/,info@egn-mbh.de,10:00,17:00,7:00,,,,,,,,,,10:00,17:00,7:00,8:00,13:00,5:00,,10:00,17:00,7:00,,,,,,,,,,10:00,17:00,7:00,8:00,13:00,5:00,,,6.1409376,51.1323667
Nordrhein-Westfalen,Heinsberg,EGN Entsorgungsgesellschaft Niederrhein mbH,Umschlaganlage und Kleinanlieferplatz Gangelt-Hahnbusch,Am Hahnbusch,52538,Gangelt,http://www.entsorgung-niederrhein.de/leistungen/privatkunden/annahmestellen/annahmestelle/5/,info@egn-mbh.de,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,8:00,13:00,5:00,,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,7:00,17:00,10:00,8:00,13:00,5:00,,,6.0763889,50.9933333
Nordrhein-Westfalen,Oberbergischer Kreis,RELOGA GmbH,Wertstoffhof Oberberg-Nord,An der Schlossfabrik 32,42499,Hückeswagen,http://www.reloga.de/privatkunden/wertstoffhoefe/wertstoffhof-oberberg-nord/,info@reloga.de,,,,14:00,18:00,4:00,,,,14:00,20:00,6:00,,,,8:00,13:00,5:00,,,,,14:00,18:00,4:00,,,,14:00,20:00,6:00,,,,8:00,13:00,5:00,,,7.34919,51.13839
Nordrhein-Westfalen,Oberbergischer Kreis,RELOGA GmbH,Wertstoffhof Oberberg-Süd,Im Langenbacher Siefen 10,51545,Waldbröl,http://www.reloga.de/privatkunden/wertstoffhoefe/wertstoffhof-oberberg-sued/,info@reloga.de,14:00,18:00,,,,,14:00,18:00,,,,,14:00,20:00,,,,,,14:00,18:00,,,,,14:00,18:00,,,,,14:00,20:00,,,,,,,7.6451325,50.8931535
Nordrhein-Westfalen,Oberbergischer Kreis,Bergischer Abfallwirtschaftsverband,Entsorgungszentrum Leppe,Am Berkebach,51789,Lindlar,http://www.bavweb.de/kommunale-entsorgung/ke-engelskirchen/entsorgungssystem/wertstoffhof/,mail@bavmail.de,7:30,16:00,,7:30,16:00,,7:30,16:00,,7:30,16:00,,7:30,16:00,,8:30,13:00,,,7:30,16:00,,7:30,16:00,,7:30,16:00,,7:30,16:00,,7:30,16:00,,8:30,13:00,,,Geschlossen an gesetzlichen Feiertagen,7.425169,51.0133836
Nordrhein-Westfalen,Oberbergischer Kreis,Bergischer Abfallwirtschaftsverband,BAV Wertstoffhof Oberberg-Nord,An der Schlossfabrik 32,42499,Hückeswagen,http://www.bavweb.de/kommunale-entsorgung/ke-hueckeswagen/entsorgungssystem/wertstoffhof/,mail@bavmail.de,,,,14:00,18:00,,,,,14:00,20:00,,,,,8:00,13:00,,,,,,14:00,18:00,,,,,14:00,20:00,,,,,8:00,13:00,,,Geschlossen an gesetzlichen Feiertagen Heiligabend Silvester,7.34919,51.13839
Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,RELOGA GmbH,Wertstoffhof Leichlingen,Walter-Frese-Straße 8 Gewerbegebiet Bremsen,42799,Leichlingen,http://www.reloga.de/privatkunden/wertstoffhoefe/wertstoffhof-leichlingen/,info@reloga.de,14:00,16:00,2:00,15:00,18:00,3:00,,,,15:00,18:00,3:00,,,,9:00,12:00,3:00,,14:00,16:00,2:00,15:00,18:00,3:00,,,,15:00,18:00,3:00,,,,9:00,12:00,3:00,,,7.059227,51.1079268
Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,Bergischer Abfallwirtschaftsverband,BAV-Annahmestelle Witzhelden,Am Sportplatz,42800,Leichlingen,http://www.bavweb.de/kommunale-entsorgung/ke-leichlingen/entsorgungssystem/wertstoffhof/,mail@bavmail.de,,,,,,,,,,,,,,,,8:00,13:00,,,,,,,,,,,,,,,,,,8:00,13:00,,,,7.1105605,51.1261852
Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,RELOGA GmbH,Wertstoffhof Rhein-Berg,Overather Str. 120 ,51429,Bergisch Gladbach,http://www.reloga.de/privatkunden/wertstoffhoefe/wertstoffhof-rhein-berg/,info@reloga.de,7:30,16:00,8:30,7:30,16:00,8:30,7:30,16:00,8:30,7:30,16:00,8:30,7:30,16:00,8:30,,,,,7:30,16:00,8:30,7:30,16:00,8:30,7:30,16:00,8:30,7:30,16:00,8:30,7:30,16:00,8:30,,,,,,7.19079,50.95722
Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,Bergischer Abfallwirtschaftsverband,BAV Wertstoffhof,Heide 39,51399,Burscheid-Hilgen,http://www.bavweb.de/kommunale-entsorgung/ke-burscheid/entsorgungssystem/wertstoffhof/,mail@bavmail.de,14:30,18:00,,,,,9:00,18:00,,,,,,,,8:00,13:00,,,14:30,18:00,,,,,9:00,18:00,,,,,,,,8:00,12:00,,,Jeden Mittwoch Mittagspause von 12:00-14:30 Öffnungszeiten Sommer vom 01.04-31.10,7.1428088,51.1044794
Nordrhein-Westfalen,Rhein-Sieg-Kreis ,RSAG AöR,Entsorgungsanlage Troisdorf,Josef-Kitz-Str. 1 ,53840,Troisdorf ,https://www.rsag.de/standorte/entsorgungsanlagen/troisdorf/?L=0%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2939%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D3521,info(at)rsag.de,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,an Feiertagen geschlossen,7.1631514,50.7987871
Nordrhein-Westfalen,Rhein-Sieg-Kreis ,RSAG AöR,Entsorgungs- und Verwertungspark Sankt Augustin,Hauptstraße 99 ,53757,Sankt Augustin ,https://www.rsag.de/standorte/entsorgungsanlagen/sankt-augustin/?L=0%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2939%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D3521,info(at)rsag.de,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,an Feiertagen geschlossen,7.2248273,50.776
Nordrhein-Westfalen,Rhein-Sieg-Kreis ,RSAG AöR,Entsorgungsanlage Eitorf,Im Auel 24 ,53783,Eitorf,https://www.rsag.de/standorte/entsorgungsanlagen/eitorf/?L=0%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2939%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D3521,info(at)rsag.de,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,an Feiertagen geschlossen,7.4657964,50.7707662
Nordrhein-Westfalen,Rhein-Sieg-Kreis ,RSAG AöR,Entsorgungsanlage Swisttal,Lützermiel 1 (an der B 56) ,53913,Swisttal ,https://www.rsag.de/standorte/entsorgungsanlagen/swisttal/?L=0%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2939%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D3521,info(at)rsag.de,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,an Feiertagen geschlossen,6.9257116,50.6830998
Nordrhein-Westfalen,Rhein-Sieg-Kreis ,RSAG AöR,Stadtbetrieb Bornheim,Donnerbachweg 15 ,53332,Bornheim ,https://www.rsag.de/standorte/entsorgungsanlagen/bornheim/?L=0%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2939%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D2965%3Ftx_ppwrsagwaste_wastesearch%5Bterm%5D%3D3521,info(at)rsag.de,12:00,16:00,,,,,,,,14:00,18:00,,,,,9:00,13:00,,,12:00,16:00,,,,,,,,14:00,18:00,,,,,9:00,13:00,,,Öffnungszeit am Samstag bezieht sich auf jeden 1. und 3. Samstag im Monat,6.94836,50.7676
Nordrhein-Westfalen,Bottrop,BEST AöR,Recyclinghof Donnerberg,Südring 73,46242,Bottrop,http://www.best-bottrop.de/Abfallwirtschaft/Recyclinghoefe/default.asp,best@best-bottrop.de,8:00,16:00,,8:00,16:00,,8:00,16:00,,8:00,16:00,,8:00,16:00,,8:00,12:00,,,8:00,16:00,,8:00,16:00,,8:00,16:00,,8:00,16:00,,8:00,16:00,,8:00,12:00,,,Mo.-Fr.: von 12:00-12:45 Uhr Mittagspause; Annehmezeiten für Schadstoffe: dienstags und samstags (außer 1. Samstag im Monat),6.92435,51.50957
Nordrhein-Westfalen,Bottrop,BEST AöR,Recyclinghof Kirchhellen,Raiffeisenstraße 2b,46244,Bottrop,http://www.best-bottrop.de/Abfallwirtschaft/Recyclinghoefe/default.asp,best@best-bottrop.de,,,,,,,10:00,18:00,,,,,,,,8:00,14:00,,,,,,,,,10:00,18:00,,,,,,,,8:00,14:00,,,Mi: Von 14:30-15:00 Uhr Mittagspause; Annahmezeiten für Schadstoffe: 1. Samstag im Monat von 10.00 bis 14.00 Uhr,6.93276,51.60841
Nordrhein-Westfalen,Gelsenkirchen,GELSENDIENSTE,Recyclinghof Nord,Adenauerallee 115,45891,Gelsenkirchen,https://www.gelsendienste.de/Muellabfuhr/Unsere_Leistungen/Recyclinghoefe/default.asp,info@gelsendienste.de,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:30,15:00,,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:30,15:00,,,,7.072792,51.561865
Nordrhein-Westfalen,Gelsenkirchen,GELSENDIENSTE,Recyclinghof Süd,Wickingstraße 25 a,45886,Gelsenkirchen,https://www.gelsendienste.de/Muellabfuhr/Unsere_Leistungen/Recyclinghoefe/default.asp,info@gelsendienste.de,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:30,15:00,,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:30,15:00,,,,7.108598,51.505157
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Entsorgungszentrum Münster (EZM),Zum Heidehof 80,48157,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,8:00,19:00,,8:00,19:00,,8:00,19:00,,8:00,19:00,,8:00,19:00,,9:30,19:00,,,8:00,19:00,,8:00,19:00,,8:00,19:00,,8:00,19:00,,8:00,19:00,,9:30,19:00,,,,7.6515373,52.0107543
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Eulerstraße,Eulerstraße 8,48155,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,8:30,19:00,,8:30,19:00,,8:30,19:00,,8:30,19:00,,8:30,19:00,,9:30,19:00,,,8:30,19:00,,8:30,19:00,,8:30,19:00,,8:30,19:00,,8:30,19:00,,9:30,19:00,,,,7.6392866,51.9373948
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Hiltrup,Glasuritstraße 1a,48165,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,12:00,19:00,,,,,8:30,13:00,,,,,12:00,19:00,,,,,,12:00,19:00,,,,,8:30,13:00,,,,,12:00,19:00,,,,,,,7.651248,51.901587
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Roxel,Nottulner Landweg 66,48161,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,12:00,19:00,,,,,,,,12:00,19:00,,,,,,,,,12:00,19:00,,,,,,,,12:00,19:00,,,,,,,,,,7.5351125,51.9468786
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof St. Mauritz,Pleistermühlenweg 118,48157,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,12:00,19:00,,,,,,,,,,,,,,,,,,12:00,19:00,,,,,,,,,,,,,,,,,,,7.6849285,51.9625676
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Handorf,Lützowstraße 120,48157,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,,,,12:00,19:00,,,,,,,,12:00,19:00,,,,,,,,,12:00,19:00,,,,,,,,12:00,19:00,,,,,,alle zwei Wochen: Fr 12-19 Uhr ,7.7141286,51.988867
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Wolbeck,Eschstraße 79,48167,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,,,,12:00,19:00,,,,,8:30,13:00,,,,,,,,,,,,12:00,19:00,,,,,8:30,13:00,,,,,,,,,,7.7208712,51.9186182
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Mecklenbeck,An der Hansalinie 21,48163,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,,,,,,,12:00,19:00,,,,,12:00,19:00,,,,,,,,,,,,12:00,19:00,,,,,12:00,19:00,,,,,,alle zwei Wochen: Fr 12-19 Uhr ,7.5547961,51.9303712
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Gievenbeck,Bernings Kotten 9,48161,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,,,,12:00,19:00,,,,,12:00,19:00,,,,,,,,,,,,12:00,19:00,,,,,12:00,19:00,,,,,,,,,,7.5722469,51.9591412
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Nienberge,Waltruper Weg 3a,48161,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,,,,,,,8:30,13:00,,,,,12:00,19:00,,,,,,,,,,,,8:30,13:00,,,,,12:00,19:00,,,,,,,7.5436596,51.9929433
Nordrhein-Westfalen,Münster,Abfallwirtschaftsbetriebe Münster,Recyclinghof Kinderhaus,Von-Humboldt-Straße 50 ,48159,Münster,http://awm.stadt-muenster.de/wohin-mit-dem-abfall/recyclinghoefe.html,awm@stadt-muenster.de,,,,12:00,19:00,,,,,8:30,13:00,,,,,,,,,,,,12:00,19:00,,,,,8:30,13:00,,,,,,,,,Hier können keine Problemabfälle angenommen werden. Bitte bringen Sie diese schadstoffhaltigen Abfälle zu einem anderen Recyclinghof.,7.6033285,51.9993071
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof Borken-Gemen,Röntgenstraße 12,46325,Borken,http://www.egw.de/anlagen-standorte/wertstoffhoefe/borken-gemen/,info@egw.de ,14:00,18:00,,14:00,18:00,,14:00,18:00,,14:00,18:00,,14:00,18:00,,8:00,13:00,,,14:00,18:00,,14:00,18:00,,14:00,18:00,,14:00,18:00,,14:00,18:00,,8:00,13:00,,,,6.876532,51.859793
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof Borken-Hoxfeld,Horst 3 ,46325,Borken-Hoxfeld,http://www.egw.de/anlagen-standorte/wertstoffhoefe/borken-hoxfeld/,info@egw.de ,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,13:00,,,,6.7713761,51.8354593
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof,Estern 41,48712,Gescher ,http://www.egw.de/anlagen-standorte/wertstoffhoefe/gescher-estern/,info@egw.de ,8:00,16:30,,8:00,16:30,,8:00,16:30,,8:00,16:30,,8:00,16:30,,8:00,13:00,,,8:00,16:30,,8:00,16:30,,8:00,16:30,,8:00,16:30,,8:00,16:30,,8:00,13:00,,,,6.9501829,51.943458
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof,Eper Straße 73-77 ,48599,Gronau ,http://www.egw.de/anlagen-standorte/wertstoffhoefe/gronau/,info@egw.de ,,,,,,,8:30,17:30,,8:30,17:30,,8:00,17:30,,8:30,15:30,,,,,,,,,8:30,17:30,,8:30,17:30,,8:00,17:30,,8:30,15:30,,,Öffnungszeiten: Mi.-Fr.: 12:00-13:00 Uhr Mittagspause,7.02941,52.20106
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof Heiden,Schulze-Delitzsch-Straße 23 ,46359,Heiden ,http://www.egw.de/anlagen-standorte/wertstoffhoefe/heiden/,info@egw.de ,,,,,,,,,,,,,13:00,18:00,,8:00,13:00,,,,,,,,,,,,,,,13:00,18:00,,8:00,13:00,,,,6.9512486,51.8199919
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof,Zur Dinkel 22 ,48739,Legden ,http://www.egw.de/anlagen-standorte/wertstoffhoefe/legden/,info@egw.de ,,,,,,,16:00,19:00,,,,,,,,8:00,13:00,,,,,,,,,16:00,19:00,,,,,,,,8:00,13:00,,,,7.08381,52.04277
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof Raesfeld,Steenbreede 9,46348,Raesfeld,http://www.egw.de/anlagen-standorte/wertstoffhoefe/raesfeld/,info@egw.de ,,,,,,,16:00,19:00,,,,,,,,8:00,13:00,,,,,,,,,16:00,19:00,,,,,,,,8:00,13:00,,,,6.8524203,51.7681664
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof,Zum Kottland 8 ,46414,Rhede,http://www.egw.de/anlagen-standorte/wertstoffhoefe/rhede/,info@egw.de ,8:30,17:30,,8:30,17:30,,8:30,17:30,,8:30,17:30,,8:30,17:30,,9:00,13:00,,,8:30,17:30,,8:30,17:30,,8:30,17:30,,8:30,17:30,,8:30,17:30,,9:00,13:00,,,,6.7129956,51.8278845
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof,Heinestraße 8 ,48703,Stadtlohn,http://www.egw.de/anlagen-standorte/wertstoffhoefe/stadtlohn/,info@egw.de ,,,,,,,,,,,,,,,,8:00,13:00,,,,,,,,,,,,,,,,,,8:00,13:00,,,,6.8892004,51.9911929
Nordrhein-Westfalen,Borken,Entsorgungsgesellschaft Westmünsterland mbH ,Wertstoffhof,Ellewick 3b ,48691,Vreden-Ellewick ,http://www.egw.de/anlagen-standorte/wertstoffhoefe/vreden/,info@egw.de ,,,,,,,,,,,,,13:00,18:00,,8:00,13:00,,,,,,,,,,,,,,,13:00,18:00,,8:00,13:00,,,Im März und Oktober zusätzlich Mittwochs von 13.00 – 18.00 Uhr ,6.76618,52.05951
Nordrhein-Westfalen,Coesfeld,REMONDIS GmbH & Co. KG,Wertstoffhof Coesfeld,Brink 37B,48653,Coesfeld,http://buergerservice.coesfeld.de/service/dienstleistung/wertstoffhof/index.html,thilo.brossmann@remondis.de.,13:00,18:00,,,,,13:00,18:00,,,,,13:00,18:00,,8:30,13:30,,,,,,,,,,,,,,,,,,,,,,,7.15485,51.9756979
Nordrhein-Westfalen,Recklinghausen,KSR - Kommunale Servicebetriebe Recklinghausen,Abfall- und Wertstoffsammelstelle ZBH,Beckbruchweg 15,45659,Recklinghausen,http://www.zbh-ksr.de/,info@zbh-ksr.de,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,18:00,,8:00,15:30,,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:00,17:00,,8:30,14:00,,,Winteröffnungszeiten (Jan.-März / Nov.-Dez.) Sommeröffnungszeiten (April-Oktober),7.2030549,51.6032253
Nordrhein-Westfalen,Recklinghausen,Zentraler Betriebshof Stadt Marl,Wertstoffhof,Zechenstraße 20,45772,Marl,http://www.marl.de/zbh,infozbh@marl.de,8:30,13:00,,8:30,17:00,,8:30,17:00,,8:30,18:00,,8:30,17:00,,8:30,13:00,,,8:30,13:00,,8:30,17:00,,8:30,17:00,,8:30,18:00,,8:30,17:00,,8:30,13:00,,,,7.0844235,51.6653934
Nordrhein-Westfalen,Steinfurt ,Kockmann GmbH,Wertstoffhof Steinfurt ,Weinerpark 17,48607,Ochtrup,http://www.kockmann-gmbh.de/leistungen/wertstoffhof-steinfurt.php,info@kockmann-gmbh.de,9:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,8:00,12:00,,,9:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,8:00,12:00,,,,7.1885947,52.2086728
